Execution Price,Size Tokens,Size USD,Side,Timestamp IST,Start Position,Closed PnL,Fee,Direction,date,value,classification
24.651,118.42,2919.17,BUY,06-02-2025 04:20,-8774.38,221.007246,1.021709,Close Short,2025-02-06,49,Neutral
24.652,20.29,500.19,BUY,06-02-2025 04:20,-8655.96,37.846937,0.175066,Close Short,2025-02-06,49,Neutral
24.652,20.29,500.19,BUY,06-02-2025 04:20,-8635.67,37.846937,0.175066,Close Short,2025-02-06,49,Neutral
24.652,20.29,500.19,BUY,06-02-2025 04:20,-8615.38,37.846937,0.175066,Close Short,2025-02-06,49,Neutral
24.652,20.29,500.19,BUY,06-02-2025 04:20,-8595.09,37.846937,0.175066,Close Short,2025-02-06,49,Neutral
24.652,20.29,500.19,BUY,06-02-2025 04:20,-8574.8,37.846937,0.175066,Close Short,2025-02-06,49,Neutral
24.653,20.29,500.21,BUY,06-02-2025 04:20,-8554.51,37.826647,0.175073,Close Short,2025-02-06,49,Neutral
24.654,20.29,500.23,BUY,06-02-2025 04:20,-8534.22,37.806357,0.17508,Close Short,2025-02-06,49,Neutral
24.654,20.29,500.23,BUY,06-02-2025 04:20,-8513.93,37.806357,0.17508,Close Short,2025-02-06,49,Neutral
24.655,324.31,7995.86,BUY,06-02-2025 04:20,-8493.64,603.962513,2.798552,Close Short,2025-02-06,49,Neutral
24.655,20.29,500.25,BUY,06-02-2025 04:20,-8169.33,37.786067,0.175087,Close Short,2025-02-06,49,Neutral
24.655,20.29,500.25,BUY,06-02-2025 04:20,-8149.04,37.786067,0.175087,Close Short,2025-02-06,49,Neutral
24.655,20.29,500.25,BUY,06-02-2025 04:20,-8128.75,37.786067,0.175087,Close Short,2025-02-06,49,Neutral
24.656,20.28,500.02,BUY,06-02-2025 04:20,-8108.46,37.747164,0.175008,Close Short,2025-02-06,49,Neutral
24.656,20.28,500.02,BUY,06-02-2025 04:20,-8088.18,37.747164,0.175008,Close Short,2025-02-06,49,Neutral
24.657,32.25,795.19,BUY,06-02-2025 04:20,-8067.9,59.994675,0.278315,Close Short,2025-02-06,49,Neutral
24.658,20.28,500.06,BUY,06-02-2025 04:20,-8035.65,37.706604,0.175022,Close Short,2025-02-06,49,Neutral
24.658,20.28,500.06,BUY,06-02-2025 04:20,-8015.37,37.706604,0.175022,Close Short,2025-02-06,49,Neutral
24.659,78.94,1946.58,BUY,06-02-2025 04:20,-7995.09,146.694202,0.681303,Close Short,2025-02-06,49,Neutral
24.659,157.89,3893.41,BUY,06-02-2025 04:20,-7916.15,293.406987,1.362693,Close Short,2025-02-06,49,Neutral
24.659,20.28,500.08,BUY,06-02-2025 04:20,-7758.26,37.686324,0.175029,Close Short,2025-02-06,49,Neutral
24.662,28.29,697.69,BUY,06-02-2025 04:20,-7737.98,52.486437,0.24419,Close Short,2025-02-06,49,Neutral
24.662,20.3,500.64,BUY,06-02-2025 04:20,-7709.69,37.66259,0.175223,Close Short,2025-02-06,49,Neutral
24.662,202.74,4999.97,BUY,06-02-2025 04:20,-7689.39,376.143522,1.74999,Close Short,2025-02-06,49,Neutral
24.669,62.38,1538.85,BUY,06-02-2025 04:20,-7486.65,115.296954,0.538598,Close Short,2025-02-06,49,Neutral
25.782,9.69,249.83,SELL,06-02-2025 10:03,-7424.27,0.0,0.087439,Open Short,2025-02-06,49,Neutral
25.78,28.35,730.86,SELL,06-02-2025 10:03,-7433.96,0.0,0.255802,Open Short,2025-02-06,49,Neutral
25.779,19.39,499.85,SELL,06-02-2025 10:03,-7462.31,0.0,0.174949,Open Short,2025-02-06,49,Neutral
25.775,0.79,20.36,SELL,06-02-2025 10:03,-7481.7,0.0,0.007126,Open Short,2025-02-06,49,Neutral
25.773,80.53,2075.5,SELL,06-02-2025 10:03,-7482.49,0.0,0.726424,Open Short,2025-02-06,49,Neutral
25.771,4.46,114.94,SELL,06-02-2025 10:03,-7563.02,0.0,0.040228,Open Short,2025-02-06,49,Neutral
25.771,19.4,499.96,SELL,06-02-2025 10:03,-7567.48,0.0,0.174985,Open Short,2025-02-06,49,Neutral
25.769,8.6,221.61,SELL,06-02-2025 10:03,-7586.88,0.0,0.077564,Open Short,2025-02-06,49,Neutral
25.768,19.4,499.9,SELL,06-02-2025 10:03,-7595.48,0.0,0.174964,Open Short,2025-02-06,49,Neutral
25.768,80.53,2075.1,SELL,06-02-2025 10:03,-7614.88,0.0,0.726283,Open Short,2025-02-06,49,Neutral
25.768,23.77,612.51,SELL,06-02-2025 10:03,-7695.41,0.0,0.214376,Open Short,2025-02-06,49,Neutral
25.767,23.18,597.28,SELL,06-02-2025 10:03,-7719.18,0.0,0.209047,Open Short,2025-02-06,49,Neutral
25.766,118.42,3051.21,SELL,06-02-2025 10:03,-7742.36,0.0,1.067923,Open Short,2025-02-06,49,Neutral
25.766,360.16,9279.88,SELL,06-02-2025 10:03,-7860.78,0.0,3.247958,Open Short,2025-02-06,49,Neutral
25.765,78.94,2033.89,SELL,06-02-2025 10:03,-8220.94,0.0,0.711861,Open Short,2025-02-06,49,Neutral
25.759,217.71,5607.99,SELL,06-02-2025 10:03,-8299.88,0.0,1.962797,Open Short,2025-02-06,49,Neutral
25.759,23.51,605.59,SELL,06-02-2025 10:03,-8517.59,0.0,0.211957,Open Short,2025-02-06,49,Neutral
25.759,15.84,408.02,SELL,06-02-2025 10:03,-8541.1,0.0,0.142807,Open Short,2025-02-06,49,Neutral
25.757,157.89,4066.77,SELL,06-02-2025 10:03,-8556.94,0.0,1.42337,Open Short,2025-02-06,49,Neutral
25.756,2.31,59.5,SELL,06-02-2025 10:03,-8714.83,0.0,0.020823,Open Short,2025-02-06,49,Neutral
25.983,30.54,793.52,SELL,06-02-2025 11:22,-8717.14,0.0,0.277732,Open Short,2025-02-06,49,Neutral
25.98,26.71,693.93,SELL,06-02-2025 11:22,-8747.68,0.0,0.242874,Open Short,2025-02-06,49,Neutral
25.979,0.79,20.52,SELL,06-02-2025 11:22,-8774.39,0.0,0.007183,Open Short,2025-02-06,49,Neutral
25.968,30.54,793.06,SELL,06-02-2025 11:22,-8775.18,0.0,0.277571,Open Short,2025-02-06,49,Neutral
25.966,15.73,408.45,SELL,06-02-2025 11:22,-8805.72,0.0,0.142955,Open Short,2025-02-06,49,Neutral
25.966,24.75,642.66,SELL,06-02-2025 11:22,-8821.45,0.0,0.22493,Open Short,2025-02-06,49,Neutral
25.965,23.0,597.2,SELL,06-02-2025 11:22,-8846.2,0.0,0.209018,Open Short,2025-02-06,49,Neutral
25.964,5.0,129.82,SELL,06-02-2025 11:22,-8869.2,0.0,0.045437,Open Short,2025-02-06,49,Neutral
25.962,78.94,2049.44,SELL,06-02-2025 11:22,-8874.2,0.0,0.717304,Open Short,2025-02-06,49,Neutral
25.962,224.63,5831.84,SELL,06-02-2025 11:22,-8953.14,0.0,2.041145,Open Short,2025-02-06,49,Neutral
25.962,25.12,652.17,SELL,06-02-2025 11:22,-9177.77,0.0,0.228257,Open Short,2025-02-06,49,Neutral
25.961,48.96,1271.05,SELL,06-02-2025 11:22,-9202.89,0.0,0.444867,Open Short,2025-02-06,49,Neutral
25.96,26.71,693.39,SELL,06-02-2025 11:22,-9251.85,0.0,0.242687,Open Short,2025-02-06,49,Neutral
25.959,157.89,4098.67,SELL,06-02-2025 11:22,-9278.56,0.0,1.434533,Open Short,2025-02-06,49,Neutral
25.958,46.22,1199.78,SELL,06-02-2025 11:22,-9436.45,0.0,0.419922,Open Short,2025-02-06,49,Neutral
25.955,50.0,1297.75,SELL,06-02-2025 11:22,-9482.67,0.0,0.454212,Open Short,2025-02-06,49,Neutral
25.954,8.24,213.86,SELL,06-02-2025 11:22,-9532.67,0.0,0.074851,Open Short,2025-02-06,49,Neutral
25.953,0.79,20.5,SELL,06-02-2025 11:22,-9540.91,0.0,0.007176,Open Short,2025-02-06,49,Neutral
25.953,76.69,1990.34,SELL,06-02-2025 11:22,-9541.7,0.0,0.696617,Open Short,2025-02-06,49,Neutral
25.953,30.54,792.6,SELL,06-02-2025 11:22,-9618.39,0.0,0.277411,Open Short,2025-02-06,49,Neutral
25.951,78.94,2048.57,SELL,06-02-2025 11:22,-9648.93,0.0,0.717,Open Short,2025-02-06,49,Neutral
25.946,157.89,4096.61,SELL,06-02-2025 11:22,-9727.87,0.0,1.433814,Open Short,2025-02-06,49,Neutral
25.946,40.65,1054.7,SELL,06-02-2025 11:22,-9885.76,0.0,0.369146,Open Short,2025-02-06,49,Neutral
25.944,35.0,908.04,SELL,06-02-2025 11:22,-9926.41,0.0,0.317814,Open Short,2025-02-06,49,Neutral
25.944,37.99,985.61,SELL,06-02-2025 11:22,-9961.41,0.0,0.344964,Open Short,2025-02-06,49,Neutral
26.2,176.62,4627.44,SELL,06-02-2025 12:32,-9999.4,0.0,0.462744,Open Short,2025-02-06,49,Neutral
26.2,0.46,12.05,SELL,06-02-2025 12:32,-10176.02,0.0,0.001205,Open Short,2025-02-06,49,Neutral
26.2,0.46,12.05,SELL,06-02-2025 12:32,-10176.48,0.0,0.001205,Open Short,2025-02-06,49,Neutral
26.2,19.07,499.63,SELL,06-02-2025 12:32,-10176.94,0.0,0.049963,Open Short,2025-02-06,49,Neutral
26.2,19.07,499.63,SELL,06-02-2025 12:32,-10196.01,0.0,0.049963,Open Short,2025-02-06,49,Neutral
26.2,0.46,12.05,SELL,06-02-2025 12:32,-10215.08,0.0,0.001205,Open Short,2025-02-06,49,Neutral
26.2,38.17,1000.05,SELL,06-02-2025 12:32,-10215.54,0.0,0.100005,Open Short,2025-02-06,49,Neutral
26.2,38.17,1000.05,SELL,06-02-2025 12:32,-10253.71,0.0,0.100005,Open Short,2025-02-06,49,Neutral
26.2,12.54,328.55,SELL,06-02-2025 12:32,-10291.88,0.0,0.032854,Open Short,2025-02-06,49,Neutral
26.2,106.72,2796.06,SELL,06-02-2025 12:32,-10304.42,0.0,0.279606,Open Short,2025-02-06,49,Neutral
26.2,155.19,4065.98,SELL,06-02-2025 12:32,-10411.14,0.0,0.406597,Open Short,2025-02-06,49,Neutral
26.2,172.59,4521.86,SELL,06-02-2025 12:32,-10566.33,0.0,0.452185,Open Short,2025-02-06,49,Neutral
26.2,9.56,250.47,SELL,06-02-2025 12:32,-10738.92,0.0,0.025047,Open Short,2025-02-06,49,Neutral
26.2,38.17,1000.05,SELL,06-02-2025 12:32,-10748.48,0.0,0.100005,Open Short,2025-02-06,49,Neutral
26.2,58.08,1521.7,SELL,06-02-2025 12:32,-10786.65,0.0,0.152169,Open Short,2025-02-06,49,Neutral
26.2,19.1,500.42,SELL,06-02-2025 12:32,-10844.73,0.0,0.050042,Open Short,2025-02-06,49,Neutral
26.2,1.55,40.61,SELL,06-02-2025 12:32,-10863.83,0.0,0.004061,Open Short,2025-02-06,49,Neutral
26.2,91.93,2408.57,SELL,06-02-2025 12:32,-10865.38,0.0,0.240856,Open Short,2025-02-06,49,Neutral
26.2,314.34,8235.71,SELL,06-02-2025 12:32,-10957.31,0.0,0.82357,Open Short,2025-02-06,49,Neutral
24.421,10.23,249.83,BUY,06-02-2025 19:46,-11271.65,19.544415,0.087439,Close Short,2025-02-06,49,Neutral
24.426,20.47,500.0,BUY,06-02-2025 19:46,-11261.42,39.005585,0.175,Close Short,2025-02-06,49,Neutral
24.426,40.95,1000.24,BUY,06-02-2025 19:46,-11240.95,78.030225,0.350085,Close Short,2025-02-06,49,Neutral
24.426,40.95,1000.24,BUY,06-02-2025 19:46,-11200.0,78.030225,0.350085,Close Short,2025-02-06,49,Neutral
24.431,20.46,499.86,BUY,06-02-2025 19:46,-11159.05,38.88423,0.17495,Close Short,2025-02-06,49,Neutral
24.432,0.79,19.3,BUY,06-02-2025 19:46,-11138.59,1.500605,0.006755,Close Short,2025-02-06,49,Neutral
24.435,1.0,24.43,BUY,06-02-2025 19:46,-11137.8,1.8965,0.008552,Close Short,2025-02-06,49,Neutral
24.441,6.18,151.05,BUY,06-02-2025 19:46,-11136.8,11.68329,0.052865,Close Short,2025-02-06,49,Neutral
24.442,50.0,1222.1,BUY,06-02-2025 19:46,-11130.62,94.475,0.427735,Close Short,2025-02-06,49,Neutral
24.443,78.94,1929.53,BUY,06-02-2025 19:46,-11080.62,149.07819,0.675335,Close Short,2025-02-06,49,Neutral
24.443,105.53,2579.47,BUY,06-02-2025 19:46,-11001.68,199.293405,0.902814,Close Short,2025-02-06,49,Neutral
24.443,24.17,590.79,BUY,06-02-2025 19:46,-10896.15,45.645045,0.206775,Close Short,2025-02-06,49,Neutral
24.445,78.45,1917.71,BUY,06-02-2025 19:46,-10871.98,147.995925,0.671198,Close Short,2025-02-06,49,Neutral
24.445,78.45,1917.71,BUY,06-02-2025 19:46,-10793.53,147.995925,0.671198,Close Short,2025-02-06,49,Neutral
24.445,80.73,1973.44,BUY,06-02-2025 19:46,-10715.08,152.297145,0.690705,Close Short,2025-02-06,49,Neutral
24.446,80.73,1973.53,BUY,06-02-2025 19:46,-10634.35,152.216415,0.690733,Close Short,2025-02-06,49,Neutral
24.446,49.08,1199.81,BUY,06-02-2025 19:46,-10553.62,92.54034,0.419933,Close Short,2025-02-06,49,Neutral
24.45,157.89,3860.41,BUY,06-02-2025 19:46,-10504.54,297.070035,1.351143,Close Short,2025-02-06,49,Neutral
24.451,48.96,1197.12,BUY,06-02-2025 19:46,-10346.65,92.06928,0.418992,Close Short,2025-02-06,49,Neutral
24.451,80.0,1956.08,BUY,06-02-2025 19:46,-10297.69,150.44,0.684628,Close Short,2025-02-06,49,Neutral
24.453,78.94,1930.32,BUY,06-02-2025 19:46,-10217.69,148.28879,0.675611,Close Short,2025-02-06,49,Neutral
24.453,23.77,581.25,BUY,06-02-2025 19:46,-10138.75,44.651945,0.203436,Close Short,2025-02-06,49,Neutral
24.454,204.46,4999.86,BUY,06-02-2025 19:46,-10114.98,383.87365,1.749952,Close Short,2025-02-06,49,Neutral
24.454,35.0,855.89,BUY,06-02-2025 19:46,-9910.52,65.7125,0.299561,Close Short,2025-02-06,49,Neutral
24.455,24.44,597.68,BUY,06-02-2025 19:46,-9875.52,45.86166,0.209188,Close Short,2025-02-06,49,Neutral
24.456,20.45,500.13,BUY,06-02-2025 19:46,-9851.08,38.353975,0.175043,Close Short,2025-02-06,49,Neutral
24.457,0.79,19.32,BUY,06-02-2025 19:46,-9830.63,1.480855,0.006762,Close Short,2025-02-06,49,Neutral
24.458,8.62,210.83,BUY,06-02-2025 19:46,-9829.84,16.14957,0.073789,Close Short,2025-02-06,49,Neutral
24.458,20.45,500.17,BUY,06-02-2025 19:46,-9821.22,38.313075,0.175058,Close Short,2025-02-06,49,Neutral
24.46,80.0,1956.8,BUY,06-02-2025 19:46,-9800.77,149.72,0.68488,Close Short,2025-02-06,49,Neutral
24.461,20.45,500.23,BUY,06-02-2025 19:46,-9720.77,38.251725,0.175079,Close Short,2025-02-06,49,Neutral
24.461,20.45,500.23,BUY,06-02-2025 19:46,-9700.32,38.251725,0.175079,Close Short,2025-02-06,49,Neutral
24.462,20.45,500.25,BUY,06-02-2025 19:46,-9679.87,38.231275,0.175086,Close Short,2025-02-06,49,Neutral
24.462,20.45,500.25,BUY,06-02-2025 19:46,-9659.42,38.231275,0.175086,Close Short,2025-02-06,49,Neutral
24.463,80.73,1974.9,BUY,06-02-2025 19:46,-9638.97,150.844005,0.691214,Close Short,2025-02-06,49,Neutral
24.463,20.44,500.02,BUY,06-02-2025 19:46,-9558.24,38.19214,0.175008,Close Short,2025-02-06,49,Neutral
24.463,20.44,500.02,BUY,06-02-2025 19:46,-9537.8,38.19214,0.175008,Close Short,2025-02-06,49,Neutral
24.463,20.44,500.02,BUY,06-02-2025 19:46,-9517.36,38.19214,0.175008,Close Short,2025-02-06,49,Neutral
24.463,20.44,500.02,BUY,06-02-2025 19:46,-9496.92,38.19214,0.175008,Close Short,2025-02-06,49,Neutral
24.463,20.44,500.02,BUY,06-02-2025 19:46,-9476.48,38.19214,0.175008,Close Short,2025-02-06,49,Neutral
24.464,78.45,1919.2,BUY,06-02-2025 19:46,-9456.04,146.505375,0.67172,Close Short,2025-02-06,49,Neutral
24.464,80.73,1974.98,BUY,06-02-2025 19:46,-9377.59,150.763275,0.691242,Close Short,2025-02-06,49,Neutral
24.464,78.45,1919.2,BUY,06-02-2025 19:46,-9296.86,146.505375,0.67172,Close Short,2025-02-06,49,Neutral
24.464,23.77,581.51,BUY,06-02-2025 19:46,-9218.41,44.390475,0.203528,Close Short,2025-02-06,49,Neutral
24.465,78.94,1931.27,BUY,06-02-2025 19:46,-9194.64,147.34151,0.675943,Close Short,2025-02-06,49,Neutral
24.465,157.89,3862.78,BUY,06-02-2025 19:46,-9115.7,294.701685,1.351972,Close Short,2025-02-06,49,Neutral
24.465,20.44,500.06,BUY,06-02-2025 19:46,-8957.81,38.15126,0.175022,Close Short,2025-02-06,49,Neutral
24.465,20.44,500.06,BUY,06-02-2025 19:46,-8937.37,38.15126,0.175022,Close Short,2025-02-06,49,Neutral
24.465,20.44,500.06,BUY,06-02-2025 19:46,-8916.93,38.15126,0.175022,Close Short,2025-02-06,49,Neutral
24.465,20.44,500.06,BUY,06-02-2025 19:46,-8896.49,38.15126,0.175022,Close Short,2025-02-06,49,Neutral
24.466,118.42,2897.26,BUY,06-02-2025 19:46,-8876.05,220.91251,1.014042,Close Short,2025-02-06,49,Neutral
24.466,20.44,500.09,BUY,06-02-2025 19:46,-8757.63,38.13082,0.175029,Close Short,2025-02-06,49,Neutral
24.467,24.44,597.97,BUY,06-02-2025 19:46,-8737.19,45.56838,0.20929,Close Short,2025-02-06,49,Neutral
24.467,20.44,500.11,BUY,06-02-2025 19:46,-8712.75,38.11038,0.175036,Close Short,2025-02-06,49,Neutral
24.467,80.0,1957.36,BUY,06-02-2025 19:46,-8692.31,149.16,0.685076,Close Short,2025-02-06,49,Neutral
24.47,80.0,1957.6,BUY,06-02-2025 19:46,-8612.31,148.92,0.68516,Close Short,2025-02-06,49,Neutral
24.471,20.44,500.19,BUY,06-02-2025 19:46,-8532.31,38.02862,0.175065,Close Short,2025-02-06,49,Neutral
24.473,20.44,500.23,BUY,06-02-2025 19:46,-8511.87,37.98774,0.175079,Close Short,2025-02-06,49,Neutral
24.473,40.0,978.92,BUY,06-02-2025 19:46,-8491.43,74.34,0.342622,Close Short,2025-02-06,49,Neutral
24.474,23.77,581.75,BUY,06-02-2025 19:46,-8451.43,44.152775,0.203611,Close Short,2025-02-06,49,Neutral
24.474,20.44,500.25,BUY,06-02-2025 19:46,-8427.66,37.9673,0.175086,Close Short,2025-02-06,49,Neutral
24.475,48.96,1198.3,BUY,06-02-2025 19:46,-8407.22,90.89424,0.419403,Close Short,2025-02-06,49,Neutral
24.476,20.5,501.76,BUY,06-02-2025 19:46,-8358.26,38.03775,0.175615,Close Short,2025-02-06,49,Neutral
24.477,24.44,598.22,BUY,06-02-2025 19:46,-8337.76,45.32398,0.209376,Close Short,2025-02-06,49,Neutral
24.478,157.89,3864.83,BUY,06-02-2025 19:46,-8313.32,292.649115,1.35269,Close Short,2025-02-06,49,Neutral
24.478,20.5,501.8,BUY,06-02-2025 19:46,-8155.43,37.99675,0.175629,Close Short,2025-02-06,49,Neutral
24.478,80.0,1958.24,BUY,06-02-2025 19:46,-8134.93,148.28,0.685384,Close Short,2025-02-06,49,Neutral
24.478,80.0,1958.24,BUY,06-02-2025 19:46,-8054.93,148.28,0.685384,Close Short,2025-02-06,49,Neutral
24.479,78.94,1932.37,BUY,06-02-2025 19:46,-7974.93,146.23635,0.67633,Close Short,2025-02-06,49,Neutral
24.479,20.5,501.82,BUY,06-02-2025 19:46,-7895.99,37.97625,0.175636,Close Short,2025-02-06,49,Neutral
24.479,20.5,501.82,BUY,06-02-2025 19:46,-7875.49,37.97625,0.175636,Close Short,2025-02-06,49,Neutral
24.48,20.5,501.84,BUY,06-02-2025 19:46,-7854.99,37.95575,0.175644,Close Short,2025-02-06,49,Neutral
24.48,20.5,501.84,BUY,06-02-2025 19:46,-7834.49,37.95575,0.175644,Close Short,2025-02-06,49,Neutral
24.48,21.45,525.1,BUY,06-02-2025 19:46,-7813.99,39.714675,0.183783,Close Short,2025-02-06,49,Neutral
24.481,21.45,525.12,BUY,06-02-2025 19:46,-7792.54,39.693225,0.183791,Close Short,2025-02-06,49,Neutral
24.481,95.29,2332.79,BUY,06-02-2025 19:46,-7771.09,176.334145,0.816478,Close Short,2025-02-06,49,Neutral
24.482,78.45,1920.61,BUY,06-02-2025 19:46,-7675.8,145.093275,0.672214,Close Short,2025-02-06,49,Neutral
24.482,78.45,1920.61,BUY,06-02-2025 19:46,-7597.35,145.093275,0.672214,Close Short,2025-02-06,49,Neutral
24.482,80.73,1976.43,BUY,06-02-2025 19:46,-7518.9,149.310135,0.691751,Close Short,2025-02-06,49,Neutral
24.482,223.81,5479.32,BUY,06-02-2025 19:46,-7438.17,413.936595,1.91776,Close Short,2025-02-06,49,Neutral
23.779,82.61,1964.38,BUY,06-02-2025 21:19,-7214.36,210.862025,0.687534,Close Short,2025-02-06,49,Neutral
23.781,167.89,3992.59,BUY,06-02-2025 21:19,-7131.75,428.203445,1.397407,Close Short,2025-02-06,49,Neutral
23.782,37.42,889.92,BUY,06-02-2025 21:19,-6963.86,95.40229,0.311472,Close Short,2025-02-06,49,Neutral
23.783,83.1,1976.37,BUY,06-02-2025 21:19,-6926.44,211.78035,0.691728,Close Short,2025-02-06,49,Neutral
23.784,80.73,1920.08,BUY,06-02-2025 21:19,-6843.34,205.659675,0.672028,Close Short,2025-02-06,49,Neutral
23.784,24.17,574.86,BUY,06-02-2025 21:19,-6762.61,61.573075,0.2012,Close Short,2025-02-06,49,Neutral
23.784,80.73,1920.08,BUY,06-02-2025 21:19,-6738.44,205.659675,0.672028,Close Short,2025-02-06,49,Neutral
23.784,82.61,1964.8,BUY,06-02-2025 21:19,-6657.71,210.448975,0.687678,Close Short,2025-02-06,49,Neutral
23.785,5.0,118.92,BUY,06-02-2025 21:19,-6575.1,12.7325,0.041623,Close Short,2025-02-06,49,Neutral
23.787,0.84,19.98,BUY,06-02-2025 21:19,-6570.1,2.13738,0.006993,Close Short,2025-02-06,49,Neutral
23.792,24.44,581.48,BUY,06-02-2025 21:19,-6569.26,62.06538,0.203516,Close Short,2025-02-06,49,Neutral
23.793,26.97,641.7,BUY,06-02-2025 21:19,-6544.82,68.463345,0.224594,Close Short,2025-02-06,49,Neutral
23.793,10.0,237.93,BUY,06-02-2025 21:19,-6517.85,25.385,0.083275,Close Short,2025-02-06,49,Neutral
23.794,35.0,832.79,BUY,06-02-2025 21:19,-6507.85,88.8125,0.291476,Close Short,2025-02-06,49,Neutral
23.794,21.02,500.15,BUY,06-02-2025 21:19,-6472.85,53.33825,0.175052,Close Short,2025-02-06,49,Neutral
23.795,21.02,500.17,BUY,06-02-2025 21:19,-6451.83,53.31723,0.175059,Close Short,2025-02-06,49,Neutral
23.796,166.2,3954.9,BUY,06-02-2025 21:19,-6430.81,421.4001,1.384213,Close Short,2025-02-06,49,Neutral
23.796,82.61,1965.79,BUY,06-02-2025 21:19,-6264.61,209.457655,0.688025,Close Short,2025-02-06,49,Neutral
23.797,210.11,4999.99,BUY,06-02-2025 21:19,-6182.0,532.523795,1.749995,Close Short,2025-02-06,49,Neutral
23.798,50.0,1189.9,BUY,06-02-2025 21:19,-5971.89,126.675,0.416465,Close Short,2025-02-06,49,Neutral
23.8,48.96,1165.25,BUY,06-02-2025 21:19,-5921.89,123.94224,0.407836,Close Short,2025-02-06,49,Neutral
23.801,80.73,1921.45,BUY,06-02-2025 21:19,-5872.93,204.287265,0.672509,Close Short,2025-02-06,49,Neutral
23.801,82.61,1966.2,BUY,06-02-2025 21:19,-5792.2,209.044605,0.68817,Close Short,2025-02-06,49,Neutral
23.802,24.44,581.72,BUY,06-02-2025 21:19,-5709.59,61.82098,0.203602,Close Short,2025-02-06,49,Neutral
23.802,80.73,1921.54,BUY,06-02-2025 21:19,-5685.15,204.206535,0.672537,Close Short,2025-02-06,49,Neutral
23.802,105.03,2499.92,BUY,06-02-2025 21:19,-5604.42,265.673385,0.874973,Close Short,2025-02-06,49,Neutral
23.803,73.06,1739.05,BUY,06-02-2025 21:19,-5499.39,184.73221,0.608666,Close Short,2025-02-06,49,Neutral
23.803,113.43,2699.97,BUY,06-02-2025 21:19,-5426.33,286.807755,0.944991,Close Short,2025-02-06,49,Neutral
23.805,12.6,299.94,BUY,06-02-2025 21:19,-5312.9,31.8339,0.10498,Close Short,2025-02-06,49,Neutral
23.806,25.05,596.34,BUY,06-02-2025 21:19,-5300.3,63.263775,0.208719,Close Short,2025-02-06,49,Neutral
23.806,21.01,500.16,BUY,06-02-2025 21:19,-5275.25,53.060755,0.175057,Close Short,2025-02-06,49,Neutral
23.806,21.01,500.16,BUY,06-02-2025 21:19,-5254.24,53.060755,0.175057,Close Short,2025-02-06,49,Neutral
23.807,124.69,2968.49,BUY,06-02-2025 21:19,-5233.23,314.779905,1.038973,Close Short,2025-02-06,49,Neutral
23.808,166.2,3956.89,BUY,06-02-2025 21:19,-5108.54,419.4057,1.384911,Close Short,2025-02-06,49,Neutral
23.808,21.1,502.35,BUY,06-02-2025 21:19,-4942.34,53.24585,0.175822,Close Short,2025-02-06,49,Neutral
23.81,21.0,500.01,BUY,06-02-2025 21:19,-4921.24,52.9515,0.175003,Close Short,2025-02-06,49,Neutral
23.81,21.0,500.01,BUY,06-02-2025 21:19,-4900.24,52.9515,0.175003,Close Short,2025-02-06,49,Neutral
23.81,21.0,500.01,BUY,06-02-2025 21:19,-4879.24,52.9515,0.175003,Close Short,2025-02-06,49,Neutral
23.811,0.84,20.0,BUY,06-02-2025 21:19,-4858.24,2.11722,0.007,Close Short,2025-02-06,49,Neutral
23.811,21.0,500.03,BUY,06-02-2025 21:19,-4857.4,52.9305,0.17501,Close Short,2025-02-06,49,Neutral
23.811,21.0,500.03,BUY,06-02-2025 21:19,-4836.4,52.9305,0.17501,Close Short,2025-02-06,49,Neutral
23.811,21.0,500.03,BUY,06-02-2025 21:19,-4815.4,52.9305,0.17501,Close Short,2025-02-06,49,Neutral
23.811,21.0,500.03,BUY,06-02-2025 21:19,-4794.4,52.9305,0.17501,Close Short,2025-02-06,49,Neutral
23.812,21.0,500.05,BUY,06-02-2025 21:19,-4773.4,52.9095,0.175018,Close Short,2025-02-06,49,Neutral
23.813,82.61,1967.19,BUY,06-02-2025 21:19,-4752.4,208.053285,0.688517,Close Short,2025-02-06,49,Neutral
23.813,21.0,500.07,BUY,06-02-2025 21:19,-4669.79,52.8885,0.175025,Close Short,2025-02-06,49,Neutral
23.813,21.0,500.07,BUY,06-02-2025 21:19,-4648.79,52.8885,0.175025,Close Short,2025-02-06,49,Neutral
23.813,21.0,500.07,BUY,06-02-2025 21:19,-4627.79,52.8885,0.175025,Close Short,2025-02-06,49,Neutral
23.813,21.0,500.07,BUY,06-02-2025 21:19,-4606.79,52.8885,0.175025,Close Short,2025-02-06,49,Neutral
23.813,21.0,500.07,BUY,06-02-2025 21:19,-4585.79,52.8885,0.175025,Close Short,2025-02-06,49,Neutral
23.814,83.1,1978.94,BUY,06-02-2025 21:19,-4564.79,209.20425,0.69263,Close Short,2025-02-06,49,Neutral
23.814,109.87,2616.44,BUY,06-02-2025 21:19,-4481.69,276.597725,0.915755,Close Short,2025-02-06,49,Neutral
23.814,24.44,582.01,BUY,06-02-2025 21:19,-4371.82,61.5277,0.203704,Close Short,2025-02-06,49,Neutral
23.814,21.0,500.09,BUY,06-02-2025 21:19,-4347.38,52.8675,0.175032,Close Short,2025-02-06,49,Neutral
23.814,21.0,500.09,BUY,06-02-2025 21:19,-4326.38,52.8675,0.175032,Close Short,2025-02-06,49,Neutral
